Index,Date,Tenbin,Minute,Hits,Misses
2115,2024-05-18,0100,0,4427,0
2116,2024-05-18,0100,1,4093,0
2117,2024-05-18,0100,2,4402,0
2118,2024-05-18,0100,3,29088,0
2119,2024-05-18,0100,4,46875,987560
2120,2024-05-18,0100,5,15252,57431
2121,2024-05-18,0100,6,4320,0
2122,2024-05-18,0100,7,4127,0
2123,2024-05-18,0100,8,3643,0
2124,2024-05-18,0100,9,3547,0
2125,2024-05-18,0110,0,3393,0
2126,2024-05-18,0110,1,3460,0
2127,2024-05-18,0110,2,3659,0
2128,2024-05-18,0110,3,5832,0
2129,2024-05-18,0110,4,3527,0
2130,2024-05-18,0110,5,3295,0
2131,2024-05-18,0110,6,3106,0
2132,2024-05-18,0110,7,2991,0
2133,2024-05-18,0110,8,3046,0
2134,2024-05-18,0110,9,3270,0
2135,2024-05-18,0120,0,2459,0
2136,2024-05-18,0120,1,2761,0
2137,2024-05-18,0120,2,2548,0
2138,2024-05-18,0120,3,2609,0
2139,2024-05-18,0120,4,2577,0
2140,2024-05-18,0120,5,2386,0
2141,2024-05-18,0120,6,2357,0
2142,2024-05-18,0120,7,2335,0
2143,2024-05-18,0120,8,2948,0
2144,2024-05-18,0120,9,2407,0
2145,2024-05-18,0130,0,2212,0
2146,2024-05-18,0130,1,3076,0
2147,2024-05-18,0130,2,2126,0
2148,2024-05-18,0130,3,1988,0
2149,2024-05-18,0130,4,2243,0
2150,2024-05-18,0130,5,2162,0
2151,2024-05-18,0130,6,2202,0
2152,2024-05-18,0130,7,2827,0
2153,2024-05-18,0130,8,43338,105649
2154,2024-05-18,0130,9,45212,727342
2155,2024-05-18,0140,0,31801,297827
2156,2024-05-18,0140,1,5618,0
2157,2024-05-18,0140,2,34157,36096
2158,2024-05-18,0140,3,45159,308946
2159,2024-05-18,0140,4,47048,203829
2160,2024-05-18,0140,5,41414,570103
2161,2024-05-18,0140,6,47428,1102185
2162,2024-05-18,0140,7,45454,905640
2163,2024-05-18,0140,8,45587,747745
2164,2024-05-18,0140,9,45259,392150
2165,2024-05-18,0150,0,45233,1191516
2166,2024-05-18,0150,1,45930,410788
2167,2024-05-18,0150,2,41989,1208208
2168,2024-05-18,0150,3,46137,902542
2169,2024-05-18,0150,4,43465,1126789
2170,2024-05-18,0150,5,7155,0
2171,2024-05-18,0150,6,1620,0
2172,2024-05-18,0150,7,1446,0
2173,2024-05-18,0150,8,1490,0
2174,2024-05-18,0150,9,1459,0
2175,2024-05-18,0200,0,1945,0
2176,2024-05-18,0200,1,1580,0
2177,2024-05-18,0200,2,1448,0
2178,2024-05-18,0200,3,1527,0
2179,2024-05-18,0200,4,1338,0
2180,2024-05-18,0200,5,1590,0
2181,2024-05-18,0200,6,1352,0
2182,2024-05-18,0200,7,1692,0
2183,2024-05-18,0200,8,1509,0
2184,2024-05-18,0200,9,1821,0
2185,2024-05-18,0210,0,2368,0
2186,2024-05-18,0210,1,1926,0
2187,2024-05-18,0210,2,1813,0
2188,2024-05-18,0210,3,2780,0
2189,2024-05-18,0210,4,2006,0
2190,2024-05-18,0210,5,4611,0
2191,2024-05-18,0210,6,2455,0
2192,2024-05-18,0210,7,2962,0
2193,2024-05-18,0210,8,4108,0
2194,2024-05-18,0210,9,3151,0
2195,2024-05-18,0220,0,3400,0
2196,2024-05-18,0220,1,3819,0
2197,2024-05-18,0220,2,3675,0
2198,2024-05-18,0220,3,3915,0
2199,2024-05-18,0220,4,4653,0
2200,2024-05-18,0220,5,40033,285522
2201,2024-05-18,0220,6,44116,1819689
2202,2024-05-18,0220,7,43450,1275700
2203,2024-05-18,0220,8,42856,137760
2204,2024-05-18,0220,9,4041,0
2205,2024-05-18,0230,0,2971,0
2206,2024-05-18,0230,1,2067,0
2207,2024-05-18,0230,2,2297,0
2208,2024-05-18,0230,3,2102,0
2209,2024-05-18,0230,4,2880,0
2210,2024-05-18,0230,5,2233,0
2211,2024-05-18,0230,6,2553,0
2212,2024-05-18,0230,7,3305,0
2213,2024-05-18,0230,8,53999,1130084
2214,2024-05-18,0230,9,45149,1389443
2215,2024-05-18,0240,0,44165,1186050
2216,2024-05-18,0240,1,15692,38857
2217,2024-05-18,0240,2,3636,0
2218,2024-05-18,0240,3,3115,0
2219,2024-05-18,0240,4,3653,0
2220,2024-05-18,0240,5,3787,0
2221,2024-05-18,0240,6,4117,0
2222,2024-05-18,0240,7,3150,0
2223,2024-05-18,0240,8,2884,0
2224,2024-05-18,0240,9,2741,0
2225,2024-05-18,0250,0,2668,0
2226,2024-05-18,0250,1,2377,0
2227,2024-05-18,0250,2,2554,0
2228,2024-05-18,0250,3,2385,0
2229,2024-05-18,0250,4,2313,0
2230,2024-05-18,0250,5,2586,0
2231,2024-05-18,0250,6,2464,0
2232,2024-05-18,0250,7,2200,0
2233,2024-05-18,0250,8,2266,0
2234,2024-05-18,0250,9,1883,0
2235,2024-05-18,0300,0,2139,0
2236,2024-05-18,0300,1,1909,0
2237,2024-05-18,0300,2,2045,0
2238,2024-05-18,0300,3,2197,0
2239,2024-05-18,0300,4,2041,0
2240,2024-05-18,0300,5,2104,0
2241,2024-05-18,0300,6,2062,0
2242,2024-05-18,0300,7,1935,0
2243,2024-05-18,0300,8,1972,0
2244,2024-05-18,0300,9,2162,0
2245,2024-05-18,0310,0,2025,0
2246,2024-05-18,0310,1,2275,0
2247,2024-05-18,0310,2,2602,0
2248,2024-05-18,0310,3,2716,0
2249,2024-05-18,0310,4,2096,0
2250,2024-05-18,0310,5,29432,21816
2251,2024-05-18,0310,6,46318,1407408
2252,2024-05-18,0310,7,42360,2624319
2253,2024-05-18,0310,8,44506,1625614
2254,2024-05-18,0310,9,39700,1948151
2255,2024-05-18,0320,0,47284,1725603
2256,2024-05-18,0320,1,39420,2056820
2257,2024-05-18,0320,2,45952,1252230
2258,2024-05-18,0320,3,44358,1170236
2259,2024-05-18,0320,4,44993,1233841
2260,2024-05-18,0320,5,41301,2353161
2261,2024-05-18,0320,6,40376,2432868
2262,2024-05-18,0320,7,44875,2443882
2263,2024-05-18,0320,8,44482,1609790
2264,2024-05-18,0320,9,45840,465478
2265,2024-05-18,0330,0,41472,555356
2266,2024-05-18,0330,1,34136,18942
2267,2024-05-18,0330,2,3156,0
2268,2024-05-18,0330,3,2271,0
2269,2024-05-18,0330,4,2511,0
2270,2024-05-18,0330,5,3379,0
2271,2024-05-18,0330,6,2586,0
2272,2024-05-18,0330,7,2442,0
2273,2024-05-18,0330,8,2426,0
2274,2024-05-18,0330,9,2421,0
2275,2024-05-18,0340,0,2730,0
2276,2024-05-18,0340,1,2188,0
2277,2024-05-18,0340,2,2899,0
2278,2024-05-18,0340,3,2139,0
2279,2024-05-18,0340,4,2763,0
2280,2024-05-18,0340,5,2167,0
2281,2024-05-18,0340,6,2197,0
2282,2024-05-18,0340,7,2027,0
2283,2024-05-18,0340,8,2242,0
2284,2024-05-18,0340,9,2101,0
2285,2024-05-18,0350,0,2325,0
2286,2024-05-18,0350,1,2253,0
2287,2024-05-18,0350,2,2122,0
2288,2024-05-18,0350,3,2189,0
2289,2024-05-18,0350,4,2050,0
2290,2024-05-18,0350,5,2656,0
2291,2024-05-18,0350,6,1948,0
2292,2024-05-18,0350,7,2181,0
2293,2024-05-18,0350,8,2143,0
2294,2024-05-18,0350,9,2181,0
2295,2024-05-18,0400,0,1997,0
2296,2024-05-18,0400,1,2126,0
2297,2024-05-18,0400,2,34601,265113
2298,2024-05-18,0400,3,39405,518167
2299,2024-05-18,0400,4,44227,1194147
2300,2024-05-18,0400,5,43383,1422104
2301,2024-05-18,0400,6,42549,174863
2302,2024-05-18,0400,7,49868,236729
2303,2024-05-18,0400,8,45056,93682
2304,2024-05-18,0400,9,39727,174904
2305,2024-05-18,0410,0,51908,306268
2306,2024-05-18,0410,1,24444,71668
2307,2024-05-18,0410,2,38087,0
2308,2024-05-18,0410,3,5257,0
2309,2024-05-18,0410,4,29264,0
2310,2024-05-18,0410,5,21948,0
2311,2024-05-18,0410,6,44614,2168
2312,2024-05-18,0410,7,29835,28323
2313,2024-05-18,0410,8,9044,0
2314,2024-05-18,0410,9,6211,0
2315,2024-05-18,0420,0,3602,224212
2316,2024-05-18,0420,1,28475,0
2317,2024-05-18,0420,2,46515,1931240
2318,2024-05-18,0420,3,44199,1668701
2319,2024-05-18,0420,4,44828,979051
2320,2024-05-18,0420,5,45314,676985
2321,2024-05-18,0420,6,45949,100717
2322,2024-05-18,0420,7,8839,26498
2323,2024-05-18,0420,8,2681,0
2324,2024-05-18,0420,9,1800,0
2325,2024-05-18,0430,0,2053,0
2326,2024-05-18,0430,1,1971,0
2327,2024-05-18,0430,2,1905,0
2328,2024-05-18,0430,3,1927,0
2329,2024-05-18,0430,4,1832,0
2330,2024-05-18,0430,5,1843,0
2331,2024-05-18,0430,6,1744,0
2332,2024-05-18,0430,7,1632,0
2333,2024-05-18,0430,8,1785,0
2334,2024-05-18,0430,9,1741,0
2335,2024-05-18,0440,0,1763,0
2336,2024-05-18,0440,1,1728,0
2337,2024-05-18,0440,2,1953,0
2338,2024-05-18,0440,3,1775,0
2339,2024-05-18,0440,4,1813,0
2340,2024-05-18,0440,5,1851,0
2341,2024-05-18,0440,6,1934,0
2342,2024-05-18,0440,7,1999,0
2343,2024-05-18,0440,8,2739,0
2344,2024-05-18,0440,9,1899,0
2345,2024-05-18,0450,0,1930,262326
2346,2024-05-18,0450,1,1770,0
2347,2024-05-18,0450,2,2065,0
2348,2024-05-18,0450,3,1949,0
2349,2024-05-18,0450,4,2408,0
2350,2024-05-18,0450,5,1953,0
2351,2024-05-18,0450,6,1796,0
2352,2024-05-18,0450,7,28211,50216
2353,2024-05-18,0450,8,40190,2114351
2354,2024-05-18,0450,9,46180,1593356
2355,2024-05-18,0500,0,43814,1445360
2356,2024-05-18,0500,1,18250,7913
2357,2024-05-18,0500,2,38334,44928
2358,2024-05-18,0500,3,41810,1841028
2359,2024-05-18,0500,4,41243,1950778
2360,2024-05-18,0500,5,41195,2147382
2361,2024-05-18,0500,6,38164,2353262
2362,2024-05-18,0500,7,47343,2224279
2363,2024-05-18,0500,8,44768,478108
2364,2024-05-18,0500,9,47538,558397
2365,2024-05-18,0510,0,44790,1463847
2366,2024-05-18,0510,1,42956,1815882
2367,2024-05-18,0510,2,43581,1433950
2368,2024-05-18,0510,3,46022,885733
2369,2024-05-18,0510,4,44286,532374
2370,2024-05-18,0510,5,44090,725731
2371,2024-05-18,0510,6,48856,388247
2372,2024-05-18,0510,7,46002,98891
2373,2024-05-18,0510,8,41328,682065
2374,2024-05-18,0510,9,39400,2281592
2375,2024-05-18,0520,0,45054,1956715
2376,2024-05-18,0520,1,39298,2683904
2377,2024-05-18,0520,2,45849,1525316
2378,2024-05-18,0520,3,29071,351518
2379,2024-05-18,0520,4,10378,0
2380,2024-05-18,0520,5,1741,0
2381,2024-05-18,0520,6,1357,0
2382,2024-05-18,0520,7,2714,0
2383,2024-05-18,0520,8,4151,0
2384,2024-05-18,0520,9,6694,0
2385,2024-05-18,0530,0,6229,0
2386,2024-05-18,0530,1,3356,0
2387,2024-05-18,0530,2,2542,0
2388,2024-05-18,0530,3,1788,0
2389,2024-05-18,0530,4,1339,0
2390,2024-05-18,0530,5,1865,0
2391,2024-05-18,0530,6,1931,0
2392,2024-05-18,0530,7,1289,0
2393,2024-05-18,0530,8,1721,0
2394,2024-05-18,0530,9,1447,0
2395,2024-05-18,0540,0,1402,0
2396,2024-05-18,0540,1,1424,0
2397,2024-05-18,0540,2,1395,0
2398,2024-05-18,0540,3,1097,0
2399,2024-05-18,0540,4,1241,0
2400,2024-05-18,0540,5,1052,0
2401,2024-05-18,0540,6,1135,0
2402,2024-05-18,0540,7,2608,0
2403,2024-05-18,0540,8,1771,0
2404,2024-05-18,0540,9,1538,0
2405,2024-05-18,0550,0,2056,73743
2406,2024-05-18,0550,1,1461,0
2407,2024-05-18,0550,2,1291,0
2408,2024-05-18,0550,3,1565,0
2409,2024-05-18,0550,4,1912,0
2410,2024-05-18,0550,5,1658,0
2411,2024-05-18,0550,6,1351,0
2412,2024-05-18,0550,7,29856,7579
2413,2024-05-18,0550,8,43845,1152795
2414,2024-05-18,0550,9,43059,2032163
2415,2024-05-18,0600,0,44863,2252841
2416,2024-05-18,0600,1,40644,1680570
2417,2024-05-18,0600,2,45403,1789323
2418,2024-05-18,0600,3,44324,1506313
2419,2024-05-18,0600,4,44679,793106
2420,2024-05-18,0600,5,39207,1685519
2421,2024-05-18,0600,6,48556,1196928
2422,2024-05-18,0600,7,38670,2767154
2423,2024-05-18,0600,8,46038,1850088
2424,2024-05-18,0600,9,42268,2207731
2425,2024-05-18,0610,0,46824,607813
2426,2024-05-18,0610,1,40328,737073
2427,2024-05-18,0610,2,38108,595461
2428,2024-05-18,0610,3,13855,0
2429,2024-05-18,0610,4,2565,0
2430,2024-05-18,0610,5,2828,0
2431,2024-05-18,0610,6,1518,0
2432,2024-05-18,0610,7,2085,0
2433,2024-05-18,0610,8,2485,0
2434,2024-05-18,0610,9,1948,0
2435,2024-05-18,0620,0,1648,0
2436,2024-05-18,0620,1,1272,0
2437,2024-05-18,0620,2,1651,0
2438,2024-05-18,0620,3,1121,0
2439,2024-05-18,0620,4,1101,0
2440,2024-05-18,0620,5,1195,0
2441,2024-05-18,0620,6,1117,0
2442,2024-05-18,0620,7,2273,0
2443,2024-05-18,0620,8,1046,0
2444,2024-05-18,0620,9,1125,0
2445,2024-05-18,0630,0,1110,0
2446,2024-05-18,0630,1,1558,0
2447,2024-05-18,0630,2,1099,0
2448,2024-05-18,0630,3,1131,0
2449,2024-05-18,0630,4,1212,0
2450,2024-05-18,0630,5,1264,0
2451,2024-05-18,0630,6,1192,0
2452,2024-05-18,0630,7,1134,0
2453,2024-05-18,0630,8,1177,0
2454,2024-05-18,0630,9,1141,0
2455,2024-05-18,0640,0,1229,0
2456,2024-05-18,0640,1,1494,0
2457,2024-05-18,0640,2,1955,0
2458,2024-05-18,0640,3,1386,0
2459,2024-05-18,0640,4,1422,0
2460,2024-05-18,0640,5,6436,0
2461,2024-05-18,0640,6,1159,0
2462,2024-05-18,0640,7,1172,0
2463,2024-05-18,0640,8,1110,0
2464,2024-05-18,0640,9,1104,0
2465,2024-05-18,0650,0,1262,0
2466,2024-05-18,0650,1,1269,0
2467,2024-05-18,0650,2,1324,0
2468,2024-05-18,0650,3,1329,0
2469,2024-05-18,0650,4,1220,0
2470,2024-05-18,0650,5,1095,0
2471,2024-05-18,0650,6,1164,0
2472,2024-05-18,0650,7,1128,0
2473,2024-05-18,0650,8,1016,0
2474,2024-05-18,0650,9,1128,0
2475,2024-05-18,0700,0,1216,0
2476,2024-05-18,0700,1,1142,0
2477,2024-05-18,0700,2,1092,0
2478,2024-05-18,0700,3,1077,0
2479,2024-05-18,0700,4,1048,0
2480,2024-05-18,0700,5,1123,0
2481,2024-05-18,0700,6,1035,0
2482,2024-05-18,0700,7,1036,0
2483,2024-05-18,0700,8,1369,0
2484,2024-05-18,0700,9,2176,0
2485,2024-05-18,0710,0,1114,0
2486,2024-05-18,0710,1,1269,0
2487,2024-05-18,0710,2,1105,0
2488,2024-05-18,0710,3,1699,0
2489,2024-05-18,0710,4,1084,0
2490,2024-05-18,0710,5,1010,0
2491,2024-05-18,0710,6,1074,0
2492,2024-05-18,0710,7,1037,0
2493,2024-05-18,0710,8,1105,0
2494,2024-05-18,0710,9,1139,0
2495,2024-05-18,0720,0,1129,0
2496,2024-05-18,0720,1,3775,0
2497,2024-05-18,0720,2,1100,0
2498,2024-05-18,0720,3,1115,0
2499,2024-05-18,0720,4,1167,0
2500,2024-05-18,0720,5,7826,0
2501,2024-05-18,0720,6,1478,0
2502,2024-05-18,0720,7,1774,0
2503,2024-05-18,0720,8,3204,0
2504,2024-05-18,0720,9,1265,0
2505,2024-05-18,0730,0,1070,0
2506,2024-05-18,0730,1,5205,0
2507,2024-05-18,0730,2,5713,0
2508,2024-05-18,0730,3,1930,0
2509,2024-05-18,0730,4,1715,0
2510,2024-05-18,0730,5,2078,0
2511,2024-05-18,0730,6,1755,0
2512,2024-05-18,0730,7,2139,0
2513,2024-05-18,0730,8,2328,0
2514,2024-05-18,0730,9,6210,0
2515,2024-05-18,0740,0,41080,667334
2516,2024-05-18,0740,1,45307,1458112
2517,2024-05-18,0740,2,43082,1467419
2518,2024-05-18,0740,3,41968,2301022
2519,2024-05-18,0740,4,44492,2147618
2520,2024-05-18,0740,5,42590,1586107
2521,2024-05-18,0740,6,45963,1492652
2522,2024-05-18,0740,7,40890,2168399
2523,2024-05-18,0740,8,47357,847663
2524,2024-05-18,0740,9,44631,916198
2525,2024-05-18,0750,0,41656,2118293
2526,2024-05-18,0750,1,44645,2112916
2527,2024-05-18,0750,2,45410,969798
2528,2024-05-18,0750,3,43978,1649489
2529,2024-05-18,0750,4,45153,1019169
2530,2024-05-18,0750,5,44920,1102258
2531,2024-05-18,0750,6,45295,829807
2532,2024-05-18,0750,7,45718,596227
2533,2024-05-18,0750,8,43528,1518720
2534,2024-05-18,0750,9,43975,1506152
2535,2024-05-18,0800,0,43149,2245594
2536,2024-05-18,0800,1,39856,1657553
2537,2024-05-18,0800,2,47008,614467
2538,2024-05-18,0800,3,46164,308880
2539,2024-05-18,0800,4,6835,2986
2540,2024-05-18,0800,5,1752,0
2541,2024-05-18,0800,6,4532,0
2542,2024-05-18,0800,7,1591,0
2543,2024-05-18,0800,8,1679,0
2544,2024-05-18,0800,9,1716,0
2545,2024-05-18,0810,0,1536,0
2546,2024-05-18,0810,1,1565,0
2547,2024-05-18,0810,2,1681,0
2548,2024-05-18,0810,3,2495,0
2549,2024-05-18,0810,4,2399,0
2550,2024-05-18,0810,5,3636,0
2551,2024-05-18,0810,6,2469,0
2552,2024-05-18,0810,7,2028,0
2553,2024-05-18,0810,8,1695,0
2554,2024-05-18,0810,9,2527,0
2555,2024-05-18,0820,0,2915,0
2556,2024-05-18,0820,1,1661,0
2557,2024-05-18,0820,2,1957,0
2558,2024-05-18,0820,3,1979,0
2559,2024-05-18,0820,4,2159,0
2560,2024-05-18,0820,5,2389,0
2561,2024-05-18,0820,6,1823,0
2562,2024-05-18,0820,7,1575,0
2563,2024-05-18,0820,8,1497,0
2564,2024-05-18,0820,9,1657,0
2565,2024-05-18,0830,0,1484,0
2566,2024-05-18,0830,1,1389,0
2567,2024-05-18,0830,2,1513,0
2568,2024-05-18,0830,3,2878,0
2569,2024-05-18,0830,4,1564,0
2570,2024-05-18,0830,5,1763,0
2571,2024-05-18,0830,6,1787,0
2572,2024-05-18,0830,7,1295,0
2573,2024-05-18,0830,8,1407,0
2574,2024-05-18,0830,9,1232,0
2575,2024-05-18,0840,0,2712,0
2576,2024-05-18,0840,1,1513,0
2577,2024-05-18,0840,2,1478,0
2578,2024-05-18,0840,3,1447,0
2579,2024-05-18,0840,4,1508,0
2580,2024-05-18,0840,5,1679,0
2581,2024-05-18,0840,6,1720,0
2582,2024-05-18,0840,7,1998,0
2583,2024-05-18,0840,8,2672,0
2584,2024-05-18,0840,9,1911,0
2585,2024-05-18,0850,0,1679,0
2586,2024-05-18,0850,1,7226,0
2587,2024-05-18,0850,2,38850,0
2588,2024-05-18,0850,3,54511,226098
2589,2024-05-18,0850,4,45707,545041
2590,2024-05-18,0850,5,45276,938504
2591,2024-05-18,0850,6,44594,1002279
2592,2024-05-18,0850,7,42733,220491
2593,2024-05-18,0850,8,47880,1254573
2594,2024-05-18,0850,9,45740,800809
2595,2024-05-18,0900,0,45414,530249
2596,2024-05-18,0900,1,44872,1230206
2597,2024-05-18,0900,2,45797,436962
2598,2024-05-18,0900,3,45177,1066110
2599,2024-05-18,0900,4,43848,1501389
2600,2024-05-18,0900,5,44042,1321202
2601,2024-05-18,0900,6,45303,1302671
2602,2024-05-18,0900,7,45299,790795
2603,2024-05-18,0900,8,43271,1561250
2604,2024-05-18,0900,9,45843,694212
2605,2024-05-18,0910,0,44311,1885449
2606,2024-05-18,0910,1,43998,1009405
2607,2024-05-18,0910,2,45552,809352
2608,2024-05-18,0910,3,45067,769776
2609,2024-05-18,0910,4,43015,2017622
2610,2024-05-18,0910,5,46235,967053
2611,2024-05-18,0910,6,45009,706131
2612,2024-05-18,0910,7,44485,1147351
2613,2024-05-18,0910,8,44842,992207
2614,2024-05-18,0910,9,44735,1163132
2615,2024-05-18,0920,0,43578,1955285
2616,2024-05-18,0920,1,39182,871377
2617,2024-05-18,0920,2,49750,77967
2618,2024-05-18,0920,3,9138,13104
2619,2024-05-18,0920,4,4036,0
2620,2024-05-18,0920,5,4823,0
2621,2024-05-18,0920,6,4218,0
2622,2024-05-18,0920,7,3050,0
2623,2024-05-18,0920,8,3070,0
2624,2024-05-18,0920,9,3709,0
2625,2024-05-18,0930,0,3200,0
2626,2024-05-18,0930,1,5528,0
2627,2024-05-18,0930,2,3763,0
2628,2024-05-18,0930,3,3390,0
2629,2024-05-18,0930,4,3183,0
2630,2024-05-18,0930,5,3122,0
2631,2024-05-18,0930,6,3636,0
2632,2024-05-18,0930,7,3055,0
2633,2024-05-18,0930,8,2710,0
2634,2024-05-18,0930,9,2727,0
2635,2024-05-18,0940,0,2634,0
2636,2024-05-18,0940,1,2706,0
2637,2024-05-18,0940,2,2604,0
2638,2024-05-18,0940,3,2896,0
2639,2024-05-18,0940,4,2562,0
2640,2024-05-18,0940,5,2570,0
2641,2024-05-18,0940,6,2458,0
2642,2024-05-18,0940,7,2744,0
2643,2024-05-18,0940,8,2548,0
2644,2024-05-18,0940,9,2668,0
2645,2024-05-18,0950,0,2526,0
2646,2024-05-18,0950,1,2926,0
2647,2024-05-18,0950,2,2699,0
2648,2024-05-18,0950,3,2759,0
2649,2024-05-18,0950,4,3123,0
2650,2024-05-18,0950,5,2882,0
2651,2024-05-18,0950,6,2639,0
2652,2024-05-18,0950,7,2958,0
2653,2024-05-18,0950,8,7862,0
2654,2024-05-18,0950,9,42454,8560
2655,2024-05-18,1000,0,46980,170018
2656,2024-05-18,1000,1,44562,697973
2657,2024-05-18,1000,2,46959,364424
2658,2024-05-18,1000,3,43595,1498660
2659,2024-05-18,1000,4,45896,546215
2660,2024-05-18,1000,5,45157,647650
2661,2024-05-18,1000,6,42464,240822
2662,2024-05-18,1000,7,44267,1190664
2663,2024-05-18,1000,8,37124,932506
2664,2024-05-18,1000,9,43577,1631355
2665,2024-05-18,1010,0,45294,482340
2666,2024-05-18,1010,1,38782,1439096
2667,2024-05-18,1010,2,46236,1203183
2668,2024-05-18,1010,3,44078,1085473
2669,2024-05-18,1010,4,43652,1254294
2670,2024-05-18,1010,5,44833,1669951
2671,2024-05-18,1010,6,45145,590514
2672,2024-05-18,1010,7,44125,785096
2673,2024-05-18,1010,8,45019,114903
2674,2024-05-18,1010,9,5649,0
2675,2024-05-18,1020,0,3280,0
2676,2024-05-18,1020,1,2312,0
2677,2024-05-18,1020,2,4833,0
2678,2024-05-18,1020,3,8063,0
2679,2024-05-18,1020,4,1746,0
2680,2024-05-18,1020,5,2693,0
2681,2024-05-18,1020,6,2803,0
2682,2024-05-18,1020,7,2039,0
2683,2024-05-18,1020,8,1919,0
2684,2024-05-18,1020,9,1981,0
2685,2024-05-18,1030,0,1761,0
2686,2024-05-18,1030,1,1698,0
2687,2024-05-18,1030,2,1714,0
2688,2024-05-18,1030,3,1811,0
2689,2024-05-18,1030,4,1893,0
2690,2024-05-18,1030,5,2050,0
2691,2024-05-18,1030,6,1928,0
2692,2024-05-18,1030,7,1885,0
2693,2024-05-18,1030,8,1689,0
2694,2024-05-18,1030,9,1890,0
2695,2024-05-18,1040,0,1887,0
2696,2024-05-18,1040,1,1980,0
2697,2024-05-18,1040,2,1973,0
2698,2024-05-18,1040,3,1754,0
2699,2024-05-18,1040,4,1712,0
2700,2024-05-18,1040,5,1969,0
2701,2024-05-18,1040,6,1868,0
2702,2024-05-18,1040,7,1864,0
2703,2024-05-18,1040,8,2302,0
2704,2024-05-18,1040,9,2302,0
2705,2024-05-18,1050,0,2153,0
2706,2024-05-18,1050,1,2030,0
2707,2024-05-18,1050,2,2509,0
2708,2024-05-18,1050,3,10535,0
2709,2024-05-18,1050,4,54903,129012
2710,2024-05-18,1050,5,44301,424232
2711,2024-05-18,1050,6,44728,1197169
2712,2024-05-18,1050,7,44638,897286
2713,2024-05-18,1050,8,42951,2140318
2714,2024-05-18,1050,9,45773,668165
2715,2024-05-18,1100,0,45299,467938
2716,2024-05-18,1100,1,46223,159157
2717,2024-05-18,1100,2,31795,0
2718,2024-05-18,1100,3,15616,0
2719,2024-05-18,1100,4,12115,0
2720,2024-05-18,1100,5,3164,0
2721,2024-05-18,1100,6,3384,0
2722,2024-05-18,1100,7,3779,0
2723,2024-05-18,1100,8,3911,0
2724,2024-05-18,1100,9,2794,0
2725,2024-05-18,1110,0,4053,0
2726,2024-05-18,1110,1,3420,0
2727,2024-05-18,1110,2,3113,0
2728,2024-05-18,1110,3,2816,0
2729,2024-05-18,1110,4,2425,0
2730,2024-05-18,1110,5,2199,0
2731,2024-05-18,1110,6,1764,0
2732,2024-05-18,1110,7,2150,0
2733,2024-05-18,1110,8,3387,0
2734,2024-05-18,1110,9,1889,0
2735,2024-05-18,1120,0,1736,0
2736,2024-05-18,1120,1,1458,0
2737,2024-05-18,1120,2,2933,0
2738,2024-05-18,1120,3,1637,0
2739,2024-05-18,1120,4,1546,0
2740,2024-05-18,1120,5,1469,0
2741,2024-05-18,1120,6,1697,0
2742,2024-05-18,1120,7,2040,0
2743,2024-05-18,1120,8,2906,0
2744,2024-05-18,1120,9,39004,43646
2745,2024-05-18,1130,0,44817,649241
2746,2024-05-18,1130,1,45408,792920
2747,2024-05-18,1130,2,29564,649778
2748,2024-05-18,1130,3,3278,0
2749,2024-05-18,1130,4,2058,0
2750,2024-05-18,1130,5,1666,0
2751,2024-05-18,1130,6,1481,0
2752,2024-05-18,1130,7,2148,0
2753,2024-05-18,1130,8,2137,0
2754,2024-05-18,1130,9,2259,0
2755,2024-05-18,1140,0,1940,0
2756,2024-05-18,1140,1,1829,0
2757,2024-05-18,1140,2,1633,0
2758,2024-05-18,1140,3,1729,0
2759,2024-05-18,1140,4,1718,0
2760,2024-05-18,1140,5,1604,0
2761,2024-05-18,1140,6,1573,0
2762,2024-05-18,1140,7,1603,0
2763,2024-05-18,1140,8,1824,0
2764,2024-05-18,1140,9,1590,0
2765,2024-05-18,1150,0,1588,0
2766,2024-05-18,1150,1,1716,0
2767,2024-05-18,1150,2,1697,0
2768,2024-05-18,1150,3,1566,0
2769,2024-05-18,1150,4,1649,0
2770,2024-05-18,1150,5,1799,0
2771,2024-05-18,1150,6,1745,0
2772,2024-05-18,1150,7,1759,0
2773,2024-05-18,1150,8,1782,0
2774,2024-05-18,1150,9,1781,0
2775,2024-05-18,1200,0,1666,0
2776,2024-05-18,1200,1,1748,0
2777,2024-05-18,1200,2,1940,0
2778,2024-05-18,1200,3,1857,0
2779,2024-05-18,1200,4,1932,0
2780,2024-05-18,1200,5,1983,0
2781,2024-05-18,1200,6,2367,0
2782,2024-05-18,1200,7,3660,0
2783,2024-05-18,1200,8,4070,0
2784,2024-05-18,1200,9,3943,0
2785,2024-05-18,1210,0,4512,0
2786,2024-05-18,1210,1,3642,0
2787,2024-05-18,1210,2,4204,0
2788,2024-05-18,1210,3,3531,0
2789,2024-05-18,1210,4,3383,0
2790,2024-05-18,1210,5,3189,0
2791,2024-05-18,1210,6,2993,0
2792,2024-05-18,1210,7,3206,0
2793,2024-05-18,1210,8,2574,0
2794,2024-05-18,1210,9,3481,0
2795,2024-05-18,1220,0,2934,0
2796,2024-05-18,1220,1,2219,0
2797,2024-05-18,1220,2,1877,0
2798,2024-05-18,1220,3,1795,0
