Index,Date,Tenbin,Minute,Hits,Misses
5257,2024-05-20,0520,2,728,0
5258,2024-05-20,0520,3,721,0
5259,2024-05-20,0520,4,704,0
5260,2024-05-20,0520,5,685,0
5261,2024-05-20,0520,6,824,0
5262,2024-05-20,0520,7,833,0
5263,2024-05-20,0520,8,13646,0
5264,2024-05-20,0520,9,4971,0
5265,2024-05-20,0530,0,54767,754893
5266,2024-05-20,0530,1,40065,1797566
5267,2024-05-20,0530,2,46317,143861
5268,2024-05-20,0530,3,43891,1292652
5269,2024-05-20,0530,4,28068,64985
5270,2024-05-20,0530,5,8976,0
5271,2024-05-20,0530,6,54243,668103
5272,2024-05-20,0530,7,43873,28649
5273,2024-05-20,0530,8,28509,8404
5274,2024-05-20,0530,9,42952,0
5275,2024-05-20,0540,0,51360,50164
5276,2024-05-20,0540,1,44087,514514
5277,2024-05-20,0540,2,43122,1277425
5278,2024-05-20,0540,3,43883,1079888
5279,2024-05-20,0540,4,43616,1133567
5280,2024-05-20,0540,5,34459,192098
5281,2024-05-20,0540,6,1551,0
5282,2024-05-20,0540,7,41996,65298
5283,2024-05-20,0540,8,6099,20
5284,2024-05-20,0540,9,1183,0
5285,2024-05-20,0550,0,1111,0
5286,2024-05-20,0550,1,1218,0
5287,2024-05-20,0550,2,1906,0
5288,2024-05-20,0550,3,1626,0
5289,2024-05-20,0550,4,1289,0
5290,2024-05-20,0550,5,1114,0
5291,2024-05-20,0550,6,1057,0
5292,2024-05-20,0550,7,962,0
5293,2024-05-20,0550,8,879,0
5294,2024-05-20,0550,9,928,0
5295,2024-05-20,0600,0,853,0
5296,2024-05-20,0600,1,901,0
5297,2024-05-20,0600,2,1543,0
5298,2024-05-20,0600,3,1050,0
5299,2024-05-20,0600,4,1045,0
5300,2024-05-20,0600,5,936,0
5301,2024-05-20,0600,6,1010,0
5302,2024-05-20,0600,7,1002,0
5303,2024-05-20,0600,8,856,0
5304,2024-05-20,0600,9,935,0
5305,2024-05-20,0610,0,955,0
5306,2024-05-20,0610,1,994,0
5307,2024-05-20,0610,2,859,0
5308,2024-05-20,0610,3,872,0
5309,2024-05-20,0610,4,861,0
5310,2024-05-20,0610,5,839,0
5311,2024-05-20,0610,6,1922,0
5312,2024-05-20,0610,7,1437,0
5313,2024-05-20,0610,8,1724,0
5314,2024-05-20,0610,9,4896,0
5315,2024-05-20,0620,0,55878,55220
5316,2024-05-20,0620,1,44411,585439
5317,2024-05-20,0620,2,42078,1839990
5318,2024-05-20,0620,3,45779,551103
5319,2024-05-20,0620,4,42191,11158
5320,2024-05-20,0620,5,46640,21740
5321,2024-05-20,0620,6,18123,0
5322,2024-05-20,0620,7,17686,0
5323,2024-05-20,0620,8,13115,0
5324,2024-05-20,0620,9,44057,3346
5325,2024-05-20,0630,0,15670,0
5326,2024-05-20,0630,1,45326,64437
5327,2024-05-20,0630,2,16070,0
5328,2024-05-20,0630,3,47195,360510
5329,2024-05-20,0630,4,16579,2792
5330,2024-05-20,0630,5,10300,0
5331,2024-05-20,0630,6,44555,253479
5332,2024-05-20,0630,7,49134,18517
5333,2024-05-20,0630,8,45848,103782
5334,2024-05-20,0630,9,43339,828476
5335,2024-05-20,0640,0,34297,630055
5336,2024-05-20,0640,1,5137,0
5337,2024-05-20,0640,2,2309,0
5338,2024-05-20,0640,3,2484,0
5339,2024-05-20,0640,4,2450,0
5340,2024-05-20,0640,5,2468,0
5341,2024-05-20,0640,6,2607,0
5342,2024-05-20,0640,7,2621,0
5343,2024-05-20,0640,8,2352,0
5344,2024-05-20,0640,9,2495,0
5345,2024-05-20,0650,0,2405,0
5346,2024-05-20,0650,1,2469,0
5347,2024-05-20,0650,2,2280,0
5348,2024-05-20,0650,3,2211,0
5349,2024-05-20,0650,4,2144,0
5350,2024-05-20,0650,5,2205,0
5351,2024-05-20,0650,6,2116,0
5352,2024-05-20,0650,7,2108,0
5353,2024-05-20,0650,8,2202,0
5354,2024-05-20,0650,9,2019,0
5355,2024-05-20,0700,0,2097,0
5356,2024-05-20,0700,1,1860,0
5357,2024-05-20,0700,2,1896,0
5358,2024-05-20,0700,3,1930,0
5359,2024-05-20,0700,4,1865,0
5360,2024-05-20,0700,5,1983,0
5361,2024-05-20,0700,6,1897,0
5362,2024-05-20,0700,7,2030,0
5363,2024-05-20,0700,8,1895,0
5364,2024-05-20,0700,9,1788,0
5365,2024-05-20,0710,0,1851,0
5366,2024-05-20,0710,1,1785,0
5367,2024-05-20,0710,2,1979,0
5368,2024-05-20,0710,3,1955,0
5369,2024-05-20,0710,4,2070,0
5370,2024-05-20,0710,5,2418,0
5371,2024-05-20,0710,6,35872,0
5372,2024-05-20,0710,7,58691,1009709
5373,2024-05-20,0710,8,46016,400331
5374,2024-05-20,0710,9,43854,1334522
5375,2024-05-20,0720,0,40325,251119
5376,2024-05-20,0720,1,8144,0
5377,2024-05-20,0720,2,4332,0
5378,2024-05-20,0720,3,5022,0
5379,2024-05-20,0720,4,20134,0
5380,2024-05-20,0720,5,10122,0
5381,2024-05-20,0720,6,1421,0
5382,2024-05-20,0720,7,1596,0
5383,2024-05-20,0720,8,2588,0
5384,2024-05-20,0720,9,1771,0
5385,2024-05-20,0730,0,1598,0
5386,2024-05-20,0730,1,1868,0
5387,2024-05-20,0730,2,2023,0
5388,2024-05-20,0730,3,1755,0
5389,2024-05-20,0730,4,1636,0
5390,2024-05-20,0730,5,1547,0
5391,2024-05-20,0730,6,1479,0
5392,2024-05-20,0730,7,1415,0
5393,2024-05-20,0730,8,1511,0
5394,2024-05-20,0730,9,1643,0
5395,2024-05-20,0740,0,1403,0
5396,2024-05-20,0740,1,1516,0
5397,2024-05-20,0740,2,1348,0
5398,2024-05-20,0740,3,1390,0
5399,2024-05-20,0740,4,1419,0
5400,2024-05-20,0740,5,1386,0
5401,2024-05-20,0740,6,1411,0
5402,2024-05-20,0740,7,1380,0
5403,2024-05-20,0740,8,1334,0
5404,2024-05-20,0740,9,1248,0
5405,2024-05-20,0750,0,1275,0
5406,2024-05-20,0750,1,1309,0
5407,2024-05-20,0750,2,1321,0
5408,2024-05-20,0750,3,1224,0
5409,2024-05-20,0750,4,1210,0
5410,2024-05-20,0750,5,1320,0
5411,2024-05-20,0750,6,1463,0
5412,2024-05-20,0750,7,1216,0
5413,2024-05-20,0750,8,1255,0
5414,2024-05-20,0750,9,1265,0
5415,2024-05-20,0800,0,1785,0
5416,2024-05-20,0800,1,1105,0
5417,2024-05-20,0800,2,1503,0
5418,2024-05-20,0800,3,1161,0
5419,2024-05-20,0800,4,1699,0
5420,2024-05-20,0800,5,5433,0
5421,2024-05-20,0800,6,60307,321713
5422,2024-05-20,0800,7,45920,532166
5423,2024-05-20,0800,8,45311,564058
5424,2024-05-20,0800,9,44674,795681
5425,2024-05-20,0810,0,46063,104020
5426,2024-05-20,0810,1,45053,956317
5427,2024-05-20,0810,2,44652,744938
5428,2024-05-20,0810,3,45598,539757
5429,2024-05-20,0810,4,45099,288142
5430,2024-05-20,0810,5,45211,845714
5431,2024-05-20,0810,6,45738,1106500
5432,2024-05-20,0810,7,45012,599776
5433,2024-05-20,0810,8,45087,941682
5434,2024-05-20,0810,9,44868,383708
5435,2024-05-20,0820,0,42008,587427
5436,2024-05-20,0820,1,44477,1226732
5437,2024-05-20,0820,2,45789,535045
5438,2024-05-20,0820,3,44732,874463
5439,2024-05-20,0820,4,45533,472855
5440,2024-05-20,0820,5,45490,488275
5441,2024-05-20,0820,6,42737,1510661
5442,2024-05-20,0820,7,13378,1363
5443,2024-05-20,0820,8,1339,0
5444,2024-05-20,0820,9,1803,0
5445,2024-05-20,0830,0,1875,0
5446,2024-05-20,0830,1,1957,0
5447,2024-05-20,0830,2,2651,0
5448,2024-05-20,0830,3,2160,0
5449,2024-05-20,0830,4,2783,0
5450,2024-05-20,0830,5,1714,0
5451,2024-05-20,0830,6,1613,0
5452,2024-05-20,0830,7,1615,0
5453,2024-05-20,0830,8,1541,0
5454,2024-05-20,0830,9,1643,0
5455,2024-05-20,0840,0,1476,0
5456,2024-05-20,0840,1,1366,0
5457,2024-05-20,0840,2,1540,0
5458,2024-05-20,0840,3,1557,0
5459,2024-05-20,0840,4,1602,0
5460,2024-05-20,0840,5,1367,0
5461,2024-05-20,0840,6,1437,0
5462,2024-05-20,0840,7,1558,0
5463,2024-05-20,0840,8,1591,0
5464,2024-05-20,0840,9,1509,0
5465,2024-05-20,0850,0,1631,0
5466,2024-05-20,0850,1,1479,0
5467,2024-05-20,0850,2,1499,0
5468,2024-05-20,0850,3,1488,0
5469,2024-05-20,0850,4,1467,0
5470,2024-05-20,0850,5,1586,0
5471,2024-05-20,0850,6,1619,0
5472,2024-05-20,0850,7,1521,0
5473,2024-05-20,0850,8,1588,0
5474,2024-05-20,0850,9,1770,0
5475,2024-05-20,0900,0,1685,200298
5476,2024-05-20,0900,1,1350,0
5477,2024-05-20,0900,2,1475,0
5478,2024-05-20,0900,3,1409,0
5479,2024-05-20,0900,4,1649,0
5480,2024-05-20,0900,5,14236,0
5481,2024-05-20,0900,6,50595,180897
5482,2024-05-20,0900,7,49772,987590
5483,2024-05-20,0900,8,44503,820683
5484,2024-05-20,0900,9,41885,2272728
5485,2024-05-20,0910,0,41540,3575956
5486,2024-05-20,0910,1,46064,1439201
5487,2024-05-20,0910,2,44460,1397712
5488,2024-05-20,0910,3,42680,1847869
5489,2024-05-20,0910,4,43679,2347361
5490,2024-05-20,0910,5,45074,1050639
5491,2024-05-20,0910,6,41898,1704046
5492,2024-05-20,0910,7,43986,1661780
5493,2024-05-20,0910,8,42426,2020091
5494,2024-05-20,0910,9,42195,2395528
5495,2024-05-20,0920,0,41760,3554213
5496,2024-05-20,0920,1,44049,2227847
5497,2024-05-20,0920,2,43601,1353782
5498,2024-05-20,0920,3,36107,1870727
5499,2024-05-20,0920,4,38001,822002
5500,2024-05-20,0920,5,43282,1814903
5501,2024-05-20,0920,6,46149,887039
5502,2024-05-20,0920,7,43348,1880736
5503,2024-05-20,0920,8,40724,1929969
5504,2024-05-20,0920,9,46600,1126828
5505,2024-05-20,0930,0,31145,638274
5506,2024-05-20,0930,1,3188,0
5507,2024-05-20,0930,2,2526,0
5508,2024-05-20,0930,3,14001,0
5509,2024-05-20,0930,4,27557,6319
5510,2024-05-20,0930,5,4588,0
5511,2024-05-20,0930,6,3372,0
5512,2024-05-20,0930,7,2673,0
5513,2024-05-20,0930,8,3947,0
5514,2024-05-20,0930,9,3012,0
5515,2024-05-20,0940,0,2343,0
5516,2024-05-20,0940,1,2733,0
5517,2024-05-20,0940,2,3028,0
5518,2024-05-20,0940,3,3499,0
5519,2024-05-20,0940,4,4811,0
5520,2024-05-20,0940,5,4342,0
5521,2024-05-20,0940,6,3560,0
5522,2024-05-20,0940,7,3442,0
5523,2024-05-20,0940,8,3122,0
5524,2024-05-20,0940,9,2943,0
5525,2024-05-20,0950,0,1804,0
5526,2024-05-20,0950,1,2228,0
5527,2024-05-20,0950,2,2246,0
5528,2024-05-20,0950,3,2569,0
5529,2024-05-20,0950,4,2854,0
5530,2024-05-20,0950,5,3345,0
5531,2024-05-20,0950,6,2497,0
5532,2024-05-20,0950,7,2380,0
5533,2024-05-20,0950,8,2232,0
5534,2024-05-20,0950,9,2662,0
5535,2024-05-20,1000,0,2402,0
5536,2024-05-20,1000,1,2391,0
5537,2024-05-20,1000,2,2639,0
5538,2024-05-20,1000,3,2542,0
5539,2024-05-20,1000,4,1963,0
5540,2024-05-20,1000,5,1235,0
5541,2024-05-20,1000,6,2649,0
5542,2024-05-20,1000,7,1409,0
5543,2024-05-20,1000,8,2056,0
5544,2024-05-20,1000,9,1588,0
5545,2024-05-20,1010,0,1335,0
5546,2024-05-20,1010,1,1187,0
5547,2024-05-20,1010,2,2759,0
5548,2024-05-20,1010,3,43796,0
5549,2024-05-20,1010,4,55955,144818
5550,2024-05-20,1010,5,45456,527505
5551,2024-05-20,1010,6,45837,217641
5552,2024-05-20,1010,7,44541,846087
5553,2024-05-20,1010,8,44792,987917
5554,2024-05-20,1010,9,45250,702485
5555,2024-05-20,1020,0,43270,1778053
5556,2024-05-20,1020,1,43731,1992137
5557,2024-05-20,1020,2,44669,1236732
5558,2024-05-20,1020,3,45245,1275555
5559,2024-05-20,1020,4,44596,687482
5560,2024-05-20,1020,5,43771,1366509
5561,2024-05-20,1020,6,43616,2073907
5562,2024-05-20,1020,7,44228,1610671
5563,2024-05-20,1020,8,45229,917046
5564,2024-05-20,1020,9,44007,1152004
5565,2024-05-20,1030,0,45136,583550
5566,2024-05-20,1030,1,45228,1402192
5567,2024-05-20,1030,2,45014,743914
5568,2024-05-20,1030,3,45404,458843
5569,2024-05-20,1030,4,44248,1115557
5570,2024-05-20,1030,5,42121,2175134
5571,2024-05-20,1030,6,31131,233297
5572,2024-05-20,1030,7,2638,0
5573,2024-05-20,1030,8,1537,0
5574,2024-05-20,1030,9,1551,0
5575,2024-05-20,1040,0,1228,0
5576,2024-05-20,1040,1,1904,0
5577,2024-05-20,1040,2,2566,0
5578,2024-05-20,1040,3,3445,0
5579,2024-05-20,1040,4,4168,0
5580,2024-05-20,1040,5,3318,0
5581,2024-05-20,1040,6,3179,0
5582,2024-05-20,1040,7,2899,0
5583,2024-05-20,1040,8,2657,0
5584,2024-05-20,1040,9,2068,0
5585,2024-05-20,1050,0,2507,0
5586,2024-05-20,1050,1,2144,0
5587,2024-05-20,1050,2,2009,0
5588,2024-05-20,1050,3,2230,0
5589,2024-05-20,1050,4,2520,0
5590,2024-05-20,1050,5,13498,0
5591,2024-05-20,1050,6,55910,37270
5592,2024-05-20,1050,7,4318,0
5593,2024-05-20,1050,8,2133,0
5594,2024-05-20,1050,9,2174,0
5595,2024-05-20,1100,0,2005,0
5596,2024-05-20,1100,1,2352,0
5597,2024-05-20,1100,2,2723,0
5598,2024-05-20,1100,3,4063,0
5599,2024-05-20,1100,4,4724,0
5600,2024-05-20,1100,5,4519,0
5601,2024-05-20,1100,6,4325,0
5602,2024-05-20,1100,7,3272,0
5603,2024-05-20,1100,8,2967,0
5604,2024-05-20,1100,9,3250,0
5605,2024-05-20,1110,0,2194,0
5606,2024-05-20,1110,1,2134,0
5607,2024-05-20,1110,2,2086,0
5608,2024-05-20,1110,3,2205,0
5609,2024-05-20,1110,4,2116,0
5610,2024-05-20,1110,5,1812,0
5611,2024-05-20,1110,6,1743,0
5612,2024-05-20,1110,7,2082,0
5613,2024-05-20,1110,8,1947,0
5614,2024-05-20,1110,9,1773,0
5615,2024-05-20,1120,0,2264,0
5616,2024-05-20,1120,1,2156,0
5617,2024-05-20,1120,2,2168,0
5618,2024-05-20,1120,3,2107,0
5619,2024-05-20,1120,4,2357,0
5620,2024-05-20,1120,5,1943,0
5621,2024-05-20,1120,6,2277,0
5622,2024-05-20,1120,7,2117,0
5623,2024-05-20,1120,8,1995,0
5624,2024-05-20,1120,9,2036,0
5625,2024-05-20,1130,0,5133,0
5626,2024-05-20,1130,1,2093,0
5627,2024-05-20,1130,2,1931,0
5628,2024-05-20,1130,3,1936,0
5629,2024-05-20,1130,4,2085,0
5630,2024-05-20,1130,5,2383,0
5631,2024-05-20,1130,6,2483,0
5632,2024-05-20,1130,7,2288,0
5633,2024-05-20,1130,8,1814,0
5634,2024-05-20,1130,9,1630,0
5635,2024-05-20,1140,0,1531,0
5636,2024-05-20,1140,1,1496,0
5637,2024-05-20,1140,2,1831,0
5638,2024-05-20,1140,3,2267,0
5639,2024-05-20,1140,4,1914,0
5640,2024-05-20,1140,5,4816,0
5641,2024-05-20,1140,6,3483,0
5642,2024-05-20,1140,7,4673,0
5643,2024-05-20,1140,8,2220,0
5644,2024-05-20,1140,9,2601,0
5645,2024-05-20,1150,0,6557,0
5646,2024-05-20,1150,1,9013,0
5647,2024-05-20,1150,2,6718,0
5648,2024-05-20,1150,3,5394,0
5649,2024-05-20,1150,4,9219,0
5650,2024-05-20,1150,5,14977,0
5651,2024-05-20,1150,6,10219,0
5652,2024-05-20,1150,7,18486,0
5653,2024-05-20,1150,8,31672,0
5654,2024-05-20,1150,9,18523,0
5655,2024-05-20,1200,0,3016,0
5656,2024-05-20,1200,1,842,0
5657,2024-05-20,1200,2,1729,0
5658,2024-05-20,1200,3,1984,0
5659,2024-05-20,1200,4,1678,0
5660,2024-05-20,1200,5,1382,0
5661,2024-05-20,1200,6,1379,0
5662,2024-05-20,1200,7,2188,0
5663,2024-05-20,1200,8,1683,0
5664,2024-05-20,1200,9,1660,0
5665,2024-05-20,1210,0,1199,0
5666,2024-05-20,1210,1,1292,0
5667,2024-05-20,1210,2,1147,0
5668,2024-05-20,1210,3,1324,0
5669,2024-05-20,1210,4,1206,0
5670,2024-05-20,1210,5,1155,0
5671,2024-05-20,1210,6,1006,0
5672,2024-05-20,1210,7,914,0
5673,2024-05-20,1210,8,1003,0
5674,2024-05-20,1210,9,1504,0
5675,2024-05-20,1220,0,1089,0
5676,2024-05-20,1220,1,1149,0
5677,2024-05-20,1220,2,951,0
5678,2024-05-20,1220,3,1165,0
5679,2024-05-20,1220,4,1098,0
5680,2024-05-20,1220,5,1061,0
5681,2024-05-20,1220,6,1122,0
5682,2024-05-20,1220,7,2048,0
5683,2024-05-20,1220,8,1308,0
5684,2024-05-20,1220,9,1315,0
5685,2024-05-20,1230,0,1373,0
5686,2024-05-20,1230,1,1280,0
5687,2024-05-20,1230,2,1206,0
5688,2024-05-20,1230,3,1117,0
5689,2024-05-20,1230,4,815,0
5690,2024-05-20,1230,5,729,0
5691,2024-05-20,1230,6,3694,0
5692,2024-05-20,1230,7,58210,183142
5693,2024-05-20,1230,8,44560,871732
5694,2024-05-20,1230,9,43868,1520565
5695,2024-05-20,1240,0,44484,1458549
5696,2024-05-20,1240,1,42133,1875800
5697,2024-05-20,1240,2,45226,1409689
5698,2024-05-20,1240,3,45318,769977
5699,2024-05-20,1240,4,42137,214230
5700,2024-05-20,1240,5,3509,0
5701,2024-05-20,1240,6,1168,0
5702,2024-05-20,1240,7,2271,0
5703,2024-05-20,1240,8,1201,0
5704,2024-05-20,1240,9,801,0
5705,2024-05-20,1250,0,1718,0
5706,2024-05-20,1250,1,1016,0
5707,2024-05-20,1250,2,1636,0
5708,2024-05-20,1250,3,1434,0
5709,2024-05-20,1250,4,987,0
5710,2024-05-20,1250,5,1683,0
5711,2024-05-20,1250,6,1532,0
5712,2024-05-20,1250,7,1314,0
5713,2024-05-20,1250,8,979,0
5714,2024-05-20,1250,9,977,0
5715,2024-05-20,1300,0,836,0
5716,2024-05-20,1300,1,899,0
5717,2024-05-20,1300,2,909,0
5718,2024-05-20,1300,3,1006,0
5719,2024-05-20,1300,4,1254,0
5720,2024-05-20,1300,5,764,0
5721,2024-05-20,1300,6,962,0
5722,2024-05-20,1300,7,750,0
5723,2024-05-20,1300,8,790,0
5724,2024-05-20,1300,9,756,0
5725,2024-05-20,1310,0,952,0
5726,2024-05-20,1310,1,911,0
5727,2024-05-20,1310,2,957,0
5728,2024-05-20,1310,3,1004,0
5729,2024-05-20,1310,4,1127,0
5730,2024-05-20,1310,5,1687,0
5731,2024-05-20,1310,6,1838,0
5732,2024-05-20,1310,7,7675,0
5733,2024-05-20,1310,8,40956,0
5734,2024-05-20,1310,9,58017,970631
5735,2024-05-20,1320,0,44806,684335
5736,2024-05-20,1320,1,44677,198713
5737,2024-05-20,1320,2,5585,0
5738,2024-05-20,1320,3,906,0
5739,2024-05-20,1320,4,891,0
5740,2024-05-20,1320,5,847,0
5741,2024-05-20,1320,6,2264,0
5742,2024-05-20,1320,7,3717,0
5743,2024-05-20,1320,8,1125,0
5744,2024-05-20,1320,9,1109,0
5745,2024-05-20,1330,0,1604,0
5746,2024-05-20,1330,1,2094,0
5747,2024-05-20,1330,2,1400,0
5748,2024-05-20,1330,3,1439,0
5749,2024-05-20,1330,4,779,0
5750,2024-05-20,1330,5,833,0
5751,2024-05-20,1330,6,920,0
5752,2024-05-20,1330,7,1171,0
5753,2024-05-20,1330,8,1471,0
5754,2024-05-20,1330,9,1380,0
5755,2024-05-20,1340,0,1555,0
5756,2024-05-20,1340,1,1631,0
5757,2024-05-20,1340,2,1653,0
5758,2024-05-20,1340,3,1408,0
5759,2024-05-20,1340,4,2438,0
5760,2024-05-20,1340,5,1060,0
5761,2024-05-20,1340,6,1325,0
5762,2024-05-20,1340,7,1571,0
5763,2024-05-20,1340,8,1407,0
5764,2024-05-20,1340,9,1646,0
5765,2024-05-20,1350,0,1701,0
5766,2024-05-20,1350,1,1368,0
5767,2024-05-20,1350,2,1827,0
5768,2024-05-20,1350,3,1415,0
5769,2024-05-20,1350,4,1657,0
5770,2024-05-20,1350,5,1026,0
5771,2024-05-20,1350,6,1400,0
5772,2024-05-20,1350,7,1724,0
5773,2024-05-20,1350,8,1696,0
5774,2024-05-20,1350,9,1690,0
5775,2024-05-20,1400,0,1638,0
5776,2024-05-20,1400,1,1541,0
5777,2024-05-20,1400,2,1293,0
5778,2024-05-20,1400,3,1562,0
5779,2024-05-20,1400,4,924,0
5780,2024-05-20,1400,5,768,0
5781,2024-05-20,1400,6,767,0
5782,2024-05-20,1400,7,785,0
5783,2024-05-20,1400,8,880,0
5784,2024-05-20,1400,9,1016,0
5785,2024-05-20,1410,0,777,0
5786,2024-05-20,1410,1,918,0
5787,2024-05-20,1410,2,827,0
5788,2024-05-20,1410,3,675,0
5789,2024-05-20,1410,4,718,0
5790,2024-05-20,1410,5,736,0
5791,2024-05-20,1410,6,627,0
5792,2024-05-20,1410,7,592,0
5793,2024-05-20,1410,8,598,0
5794,2024-05-20,1410,9,657,0
5795,2024-05-20,1420,0,567,0
5796,2024-05-20,1420,1,711,0
5797,2024-05-20,1420,2,540,0
5798,2024-05-20,1420,3,632,0
5799,2024-05-20,1420,4,541,0
5800,2024-05-20,1420,5,540,0
5801,2024-05-20,1420,6,484,0
5802,2024-05-20,1420,7,688,0
5803,2024-05-20,1420,8,660,0
5804,2024-05-20,1420,9,637,0
5805,2024-05-20,1430,0,593,25104
5806,2024-05-20,1430,1,511,0
5807,2024-05-20,1430,2,556,0
5808,2024-05-20,1430,3,560,0
5809,2024-05-20,1430,4,498,0
5810,2024-05-20,1430,5,536,0
5811,2024-05-20,1430,6,721,0
5812,2024-05-20,1430,7,1350,0
5813,2024-05-20,1430,8,53984,51763
5814,2024-05-20,1430,9,43635,1408133
5815,2024-05-20,1440,0,45530,357871
5816,2024-05-20,1440,1,43122,689839
5817,2024-05-20,1440,2,45984,592115
5818,2024-05-20,1440,3,44741,431641
5819,2024-05-20,1440,4,39039,109768
5820,2024-05-20,1440,5,19866,0
5821,2024-05-20,1440,6,52862,115002
5822,2024-05-20,1440,7,53071,98542
5823,2024-05-20,1440,8,44690,46423
5824,2024-05-20,1440,9,45251,59978
5825,2024-05-20,1450,0,37081,435873
5826,2024-05-20,1450,1,50169,19479
5827,2024-05-20,1450,2,45611,462810
5828,2024-05-20,1450,3,44572,537682
5829,2024-05-20,1450,4,44159,1088619
5830,2024-05-20,1450,5,43454,1904550
5831,2024-05-20,1450,6,43252,2040113
5832,2024-05-20,1450,7,43927,1124431
5833,2024-05-20,1450,8,44863,1141004
5834,2024-05-20,1450,9,30229,95211
5835,2024-05-20,1500,0,1696,0
5836,2024-05-20,1500,1,536,0
5837,2024-05-20,1500,2,2048,0
5838,2024-05-20,1500,3,2817,0
5839,2024-05-20,1500,4,1786,0
5840,2024-05-20,1500,5,588,0
5841,2024-05-20,1500,6,991,0
5842,2024-05-20,1500,7,558,0
5843,2024-05-20,1500,8,556,0
5844,2024-05-20,1500,9,496,0
5845,2024-05-20,1510,0,522,0
5846,2024-05-20,1510,1,1298,0
5847,2024-05-20,1510,2,573,0
5848,2024-05-20,1510,3,548,0
5849,2024-05-20,1510,4,752,0
5850,2024-05-20,1510,5,615,0
5851,2024-05-20,1510,6,587,0
5852,2024-05-20,1510,7,515,0
5853,2024-05-20,1510,8,517,0
5854,2024-05-20,1510,9,698,0
5855,2024-05-20,1520,0,615,0
5856,2024-05-20,1520,1,831,0
5857,2024-05-20,1520,2,702,0
5858,2024-05-20,1520,3,664,0
5859,2024-05-20,1520,4,631,0
5860,2024-05-20,1520,5,704,0
5861,2024-05-20,1520,6,620,0
5862,2024-05-20,1520,7,532,0
5863,2024-05-20,1520,8,531,0
5864,2024-05-20,1520,9,450,0
5865,2024-05-20,1530,0,653,0
5866,2024-05-20,1530,1,637,0
5867,2024-05-20,1530,2,500,0
5868,2024-05-20,1530,3,715,0
5869,2024-05-20,1530,4,684,0
5870,2024-05-20,1530,5,501,0
5871,2024-05-20,1530,6,2229,0
5872,2024-05-20,1530,7,29499,0
5873,2024-05-20,1530,8,56895,591353
5874,2024-05-20,1530,9,44449,503538
5875,2024-05-20,1540,0,44225,1110210
5876,2024-05-20,1540,1,44248,681255
5877,2024-05-20,1540,2,45136,317909
5878,2024-05-20,1540,3,44979,289661
5879,2024-05-20,1540,4,42558,48443
5880,2024-05-20,1540,5,45955,66911
5881,2024-05-20,1540,6,45629,66490
5882,2024-05-20,1540,7,44870,111391
5883,2024-05-20,1540,8,41532,262767
5884,2024-05-20,1540,9,48331,126306
5885,2024-05-20,1550,0,39859,15881
5886,2024-05-20,1550,1,49652,1386
5887,2024-05-20,1550,2,32688,9613
5888,2024-05-20,1550,3,42311,0
5889,2024-05-20,1550,4,56586,231128
5890,2024-05-20,1550,5,44029,16299
5891,2024-05-20,1550,6,25367,3008
5892,2024-05-20,1550,7,57062,561040
5893,2024-05-20,1550,8,45061,573942
5894,2024-05-20,1550,9,45516,234377
5895,2024-05-20,1600,0,44253,64565
5896,2024-05-20,1600,1,44905,308965
5897,2024-05-20,1600,2,44417,274943
5898,2024-05-20,1600,3,42851,1439950
5899,2024-05-20,1600,4,45540,330906
5900,2024-05-20,1600,5,44547,436639
5901,2024-05-20,1600,6,15615,3246
5902,2024-05-20,1600,7,871,0
5903,2024-05-20,1600,8,2422,0
5904,2024-05-20,1600,9,472,0
5905,2024-05-20,1610,0,420,0
5906,2024-05-20,1610,1,451,0
5907,2024-05-20,1610,2,752,0
5908,2024-05-20,1610,3,633,0
5909,2024-05-20,1610,4,604,0
5910,2024-05-20,1610,5,479,0
5911,2024-05-20,1610,6,441,0
5912,2024-05-20,1610,7,478,0
5913,2024-05-20,1610,8,416,0
5914,2024-05-20,1610,9,1294,0
5915,2024-05-20,1620,0,1262,0
5916,2024-05-20,1620,1,835,0
5917,2024-05-20,1620,2,463,0
5918,2024-05-20,1620,3,383,0
5919,2024-05-20,1620,4,382,0
5920,2024-05-20,1620,5,386,0
5921,2024-05-20,1620,6,460,0
5922,2024-05-20,1620,7,372,0
5923,2024-05-20,1620,8,378,0
5924,2024-05-20,1620,9,347,0
5925,2024-05-20,1630,0,418,0
5926,2024-05-20,1630,1,442,0
5927,2024-05-20,1630,2,428,0
5928,2024-05-20,1630,3,503,0
5929,2024-05-20,1630,4,515,0
5930,2024-05-20,1630,5,407,0
5931,2024-05-20,1630,6,444,0
5932,2024-05-20,1630,7,469,0
5933,2024-05-20,1630,8,1095,0
5934,2024-05-20,1630,9,559,0
5935,2024-05-20,1640,0,439,0
5936,2024-05-20,1640,1,467,0
5937,2024-05-20,1640,2,424,0
5938,2024-05-20,1640,3,440,0
5939,2024-05-20,1640,4,390,0
5940,2024-05-20,1640,5,429,0
5941,2024-05-20,1640,6,454,0
5942,2024-05-20,1640,7,574,0
5943,2024-05-20,1640,8,436,0
5944,2024-05-20,1640,9,22898,0
5945,2024-05-20,1650,0,56824,744280
5946,2024-05-20,1650,1,45121,547530
5947,2024-05-20,1650,2,44511,266733
5948,2024-05-20,1650,3,44830,64123
5949,2024-05-20,1650,4,43455,1627180
5950,2024-05-20,1650,5,44926,73000
