,Date,Tenbin,Minute,Hits,Misses
6,2024-05-19,1400,6,4548,0
7,2024-05-19,1400,7,3853,0
8,2024-05-19,1400,8,3648,0
9,2024-05-19,1400,9,3995,0
0,2024-05-19,1410,0,5091,0
1,2024-05-19,1410,1,3973,0
2,2024-05-19,1410,2,3449,0
3,2024-05-19,1410,3,3551,0
4,2024-05-19,1410,4,3599,0
5,2024-05-19,1410,5,3821,0
6,2024-05-19,1410,6,19395,0
7,2024-05-19,1410,7,16025,0
8,2024-05-19,1410,8,4713,0
9,2024-05-19,1410,9,28807,8724
0,2024-05-19,1420,0,45106,858868
1,2024-05-19,1420,1,44651,800279
2,2024-05-19,1420,2,10371,0
3,2024-05-19,1420,3,3556,0
4,2024-05-19,1420,4,3398,0
5,2024-05-19,1420,5,3083,0
6,2024-05-19,1420,6,2671,0
7,2024-05-19,1420,7,2399,0
8,2024-05-19,1420,8,2321,0
9,2024-05-19,1420,9,2378,0
0,2024-05-19,1430,0,2734,0
1,2024-05-19,1430,1,2575,0
2,2024-05-19,1430,2,2463,0
3,2024-05-19,1430,3,2115,0
4,2024-05-19,1430,4,1935,0
5,2024-05-19,1430,5,2094,0
6,2024-05-19,1430,6,2176,0
7,2024-05-19,1430,7,2225,0
8,2024-05-19,1430,8,2114,0
9,2024-05-19,1430,9,2813,0
0,2024-05-19,1440,0,3064,0
1,2024-05-19,1440,1,2411,0
2,2024-05-19,1440,2,2082,0
3,2024-05-19,1440,3,1711,0
4,2024-05-19,1440,4,1619,0
5,2024-05-19,1440,5,1409,0
6,2024-05-19,1440,6,1444,0
7,2024-05-19,1440,7,1351,0
8,2024-05-19,1440,8,1399,0
9,2024-05-19,1440,9,1131,0
0,2024-05-19,1450,0,993,0
1,2024-05-19,1450,1,998,0
2,2024-05-19,1450,2,914,0
3,2024-05-19,1450,3,978,0
4,2024-05-19,1450,4,1009,0
5,2024-05-19,1450,5,888,0
6,2024-05-19,1450,6,940,0
7,2024-05-19,1450,7,691,0
8,2024-05-19,1450,8,686,0
9,2024-05-19,1450,9,615,0
0,2024-05-19,1500,0,616,0
1,2024-05-19,1500,1,638,0
2,2024-05-19,1500,2,544,0
3,2024-05-19,1500,3,576,0
4,2024-05-19,1500,4,592,0
5,2024-05-19,1500,5,559,0
6,2024-05-19,1500,6,595,0
7,2024-05-19,1500,7,552,0
8,2024-05-19,1500,8,596,0
9,2024-05-19,1500,9,533,0
0,2024-05-19,1510,0,626,0
1,2024-05-19,1510,1,593,0
2,2024-05-19,1510,2,557,0
3,2024-05-19,1510,3,492,0
4,2024-05-19,1510,4,462,0
5,2024-05-19,1510,5,527,0
6,2024-05-19,1510,6,596,0
7,2024-05-19,1510,7,669,0
8,2024-05-19,1510,8,790,0
9,2024-05-19,1510,9,1100,0
0,2024-05-19,1520,0,1987,0
1,2024-05-19,1520,1,2252,0
2,2024-05-19,1520,2,3942,0
3,2024-05-19,1520,3,5618,0
4,2024-05-19,1520,4,4079,0
5,2024-05-19,1520,5,4098,0
6,2024-05-19,1520,6,3895,0
7,2024-05-19,1520,7,3051,0
8,2024-05-19,1520,8,3969,0
9,2024-05-19,1520,9,4238,0
0,2024-05-19,1620,0,692,0
1,2024-05-19,1620,1,700,0
2,2024-05-19,1620,2,794,0
3,2024-05-19,1620,3,1107,0
4,2024-05-19,1620,4,750,0
5,2024-05-19,1620,5,753,0
6,2024-05-19,1620,6,702,0
7,2024-05-19,1620,7,818,0
8,2024-05-19,1620,8,756,0
9,2024-05-19,1620,9,748,0
