,Date,Tenbin,Minute,Hits,Misses
5,2024-05-17,2100,5,40319,1699851
6,2024-05-17,2100,6,36260,2324360
7,2024-05-17,2100,7,40505,1511518
8,2024-05-17,2100,8,39581,497638
9,2024-05-17,2100,9,20983,261430
0,2024-05-17,2110,0,4534,0
1,2024-05-17,2110,1,2428,0
2,2024-05-17,2110,2,3791,0
3,2024-05-17,2110,3,2888,0
4,2024-05-17,2110,4,3535,0
5,2024-05-17,2110,5,2971,0
6,2024-05-17,2110,6,2973,0
7,2024-05-17,2110,7,2854,0
8,2024-05-17,2110,8,2143,0
9,2024-05-17,2110,9,2374,0
0,2024-05-17,2120,0,2434,0
1,2024-05-17,2120,1,2387,0
2,2024-05-17,2120,2,2056,0
3,2024-05-17,2120,3,2278,0
4,2024-05-17,2120,4,1968,0
5,2024-05-17,2120,5,2946,0
6,2024-05-17,2120,6,2272,0
7,2024-05-17,2120,7,2125,0
8,2024-05-17,2120,8,2183,0
9,2024-05-17,2120,9,1944,0
0,2024-05-17,2130,0,2451,0
1,2024-05-17,2130,1,2026,0
2,2024-05-17,2130,2,1810,0
3,2024-05-17,2130,3,1717,0
4,2024-05-17,2130,4,3485,0
5,2024-05-17,2130,5,2217,0
6,2024-05-17,2130,6,2176,0
7,2024-05-17,2130,7,3398,0
8,2024-05-17,2130,8,2413,0
9,2024-05-17,2130,9,2267,0
0,2024-05-17,2210,0,42880,2605486
1,2024-05-17,2210,1,44255,1527820
2,2024-05-17,2210,2,42657,1645160
3,2024-05-17,2210,3,43015,2231569
4,2024-05-17,2210,4,44286,2266567
5,2024-05-17,2210,5,42271,2424178
6,2024-05-17,2210,6,30826,61891
7,2024-05-17,2210,7,9586,0
8,2024-05-17,2210,8,4983,0
9,2024-05-17,2210,9,4164,0
0,2024-05-17,2220,0,3335,0
1,2024-05-17,2220,1,4200,0
2,2024-05-17,2220,2,2738,0
3,2024-05-17,2220,3,3063,0
4,2024-05-17,2220,4,3076,0
5,2024-05-17,2220,5,2963,0
6,2024-05-17,2220,6,3255,0
7,2024-05-17,2220,7,3417,0
8,2024-05-17,2220,8,3008,0
9,2024-05-17,2220,9,3320,0
0,2024-05-17,2230,0,3199,0
1,2024-05-17,2230,1,3023,0
2,2024-05-17,2230,2,3049,0
3,2024-05-17,2230,3,2914,0
4,2024-05-17,2230,4,3482,0
5,2024-05-17,2230,5,2766,0
6,2024-05-17,2230,6,2850,0
7,2024-05-17,2230,7,2897,0
8,2024-05-17,2230,8,3696,0
9,2024-05-17,2230,9,2813,0
0,2024-05-17,2240,0,2731,0
1,2024-05-17,2240,1,3026,0
2,2024-05-17,2240,2,2921,0
3,2024-05-17,2240,3,2615,0
4,2024-05-17,2240,4,2619,0
5,2024-05-17,2240,5,2667,0
6,2024-05-17,2240,6,2730,0
7,2024-05-17,2240,7,2699,0
8,2024-05-17,2240,8,2655,0
9,2024-05-17,2240,9,2711,0
0,2024-05-17,2300,0,44187,1226686
1,2024-05-17,2300,1,44781,1283971
2,2024-05-17,2300,2,43417,1338869
3,2024-05-17,2300,3,46519,847655
4,2024-05-17,2300,4,44471,1300624
5,2024-05-17,2300,5,45655,794615
6,2024-05-17,2300,6,44776,661946
7,2024-05-17,2300,7,43926,1608387
8,2024-05-17,2300,8,41360,970252
9,2024-05-17,2300,9,44394,669134
0,2024-05-17,2310,0,45476,921639
1,2024-05-17,2310,1,31275,179482
2,2024-05-17,2310,2,3561,0
3,2024-05-17,2310,3,2754,0
4,2024-05-17,2310,4,3348,0
5,2024-05-17,2310,5,3000,0
6,2024-05-17,2310,6,3390,0
7,2024-05-17,2310,7,2955,0
8,2024-05-17,2310,8,7492,0
9,2024-05-17,2310,9,2673,0
0,2024-05-17,2320,0,2852,0
1,2024-05-17,2320,1,2825,0
2,2024-05-17,2320,2,2784,0
3,2024-05-17,2320,3,2951,0
4,2024-05-17,2320,4,2933,0
5,2024-05-17,2320,5,3028,0
6,2024-05-17,2320,6,3579,0
7,2024-05-17,2320,7,4366,0
8,2024-05-17,2320,8,3757,0
9,2024-05-17,2320,9,3910,0
0,2024-05-17,2330,0,5169,0
1,2024-05-17,2330,1,3680,0
2,2024-05-17,2330,2,3813,0
3,2024-05-17,2330,3,3802,0
4,2024-05-17,2330,4,3965,0
5,2024-05-17,2330,5,3942,0
6,2024-05-17,2330,6,3622,0
7,2024-05-17,2330,7,4502,0
8,2024-05-17,2330,8,3348,0
9,2024-05-17,2330,9,3246,0
0,2024-05-17,2340,0,3841,0
1,2024-05-17,2340,1,3436,0
2,2024-05-17,2340,2,3647,0
3,2024-05-17,2340,3,4099,0
4,2024-05-17,2340,4,4158,0
5,2024-05-17,2340,5,3941,0
6,2024-05-17,2340,6,3782,0
7,2024-05-17,2340,7,3457,0
8,2024-05-17,2340,8,4437,0
9,2024-05-17,2340,9,3613,0
0,2024-05-17,2350,0,3907,0
1,2024-05-17,2350,1,4038,0
2,2024-05-17,2350,2,4540,0
3,2024-05-17,2350,3,4407,0
4,2024-05-17,2350,4,4215,0
5,2024-05-17,2350,5,4215,0
6,2024-05-17,2350,6,3647,0
7,2024-05-17,2350,7,4051,0
8,2024-05-17,2350,8,4825,0
9,2024-05-17,2350,9,4647,0
